KommentarId,QuellenId,Plattform,Partei,Datum,Length,KommentarDEU,KommentarENG,sentimentDEU,sentimentENG
18062487379484320,230,Instagram,DieGruenen,20240424113319,3,👏🇪🇺,👏🇪🇺,-0.0278149247169494,0.9276899620890616
18048501001596569,231,Instagram,DieGruenen,20240501104144,82,Bei mir können auch keine 1000 Hallos dazu führen das ich jemals grün wähle 😂😂😂😂😂😂,"For me, even 1000 hellos won't make me ever vote green 😂😂😂😂😂😂",-0.4468853026628494,-0.6766164526343346
17917119581887421,231,Instagram,DieGruenen,20240430094212,78,Sowas nennt man Belästigung. Zeugen Jehovas nachahmen ist bestimmt was cooles!,That's called harassment. Imitating Jehovah's Witnesses is definitely cool!,-0.4224889427423477,0.39759162068367
18024020108111708,231,Instagram,DieGruenen,20240429130435,101,"Bei mir hat noch nie jemand geklingelt, weder von den Grünen noch von irgendeiner anderen Partei.🤷‍♀️","No one has ever rung my doorbell, neither from the Greens nor from any other party.🤷‍♀️",-0.6595999225974083,-0.2835929319262504
18011321666149942,231,Instagram,DieGruenen,20240429021020,189,"Find ich immer super, wenn dann plötzlich  2-4 fremde Männer vor mir, in unserem Mietshaus stehen (was ich vorher nicht sehen kann, bevor ich den Summer drücke). Sehr unangenehme Situation.",I always think it's great when suddenly 2-4 strange men are standing in front of me in our apartment building (which I can't see before I press the buzzer). Very unpleasant situation.,-0.5711487382650375,-0.382836103439331
18058952140506948,231,Instagram,DieGruenen,20240428082827,1,💚,💚,-0.0278149247169494,0.8440767861902714
18432312010015548,231,Instagram,DieGruenen,20240427123226,63,Wählen ist sehr wichtig! Damit Rassismus keine Chance mehr hat.,Voting is very important! So that racism no longer has a chance.,-0.1236925721168518,0.242154836654663
18003855542285792,231,Instagram,DieGruenen,20240427061941,301,"Ich wähle grün und bin bei den Grünen. Bitte hört auf damit, an Türen zu klingeln! Es gibt kaum etwas Unseriöseres und Nervigeres. Wenn es dir Wahlbeteiligung erhöht, dann bestimmt nicht für die Partei, die mich zu Hause belästigt. Ich denke, ihr seid da einer falschen Statistik auf den Leim gegangen","I vote green and support the Greens. Please stop ringing doorbells! There is hardly anything more dubious and annoying. If it increases voter turnout for you, then it certainly won't go to the party that bothers me at home. I think you have fallen for a false statistic.",-0.6609855964779854,-0.7110865116119385
18003383978596014,231,Instagram,DieGruenen,20240426223646,3,💚💚💚,💚💚💚,-0.0278149247169494,0.9408015981316566
18068997445457358,231,Instagram,DieGruenen,20240426102654,31,Frieden schaffen OHNE Waffen!!!,Create peace WITHOUT weapons!!!,-0.0381485670804977,0.5173750817775726
18065335870522026,231,Instagram,DieGruenen,20240426090459,3,💚💚💚,💚💚💚,-0.0278149247169494,0.9408015981316566
18308285611150591,231,Instagram,DieGruenen,20240426084133,133,Wenn bei mir deshalb jemand klingelt und dann auch noch mit mir sprechen möchte - dann bekomme ich keine Lust auf Politik und Wahlen.,"If someone rings my doorbell and then wants to talk to me, then I don't feel like getting involved in politics and elections.",-0.546631209552288,-0.5745950285345316
18027973346074236,231,Instagram,DieGruenen,20240426053419,83,Nach den Lügen von Habeck und dem Gestottere von Bärbock wählt euch eh keiner mehr.,"After Habeck’s lies and Bärbock’s stuttering, no one will vote for you anymore anyway.",-0.6888941675424576,-0.8799871234223247
18062806861541428,231,Instagram,DieGruenen,20240426051745,190,"Also ihr wollt ernsthaft Leute am Abend nach der Arbeit in ihrer Freizeit mit eurer Ideologie bequatschen? Dann noch schreiben, dass man so nette Kontakte knüpft? Ihr merkt doch nichts mehr!",So you seriously want to talk people into your ideology in the evening after work in their free time? And then write that you make nice contacts this way? You don't even notice anymore!,-0.7290334962308407,-0.6874799448996782
18000515099570681,231,Instagram,DieGruenen,20240426051501,163,"Also ich möchte Zuhause lieber in Ruhe gelassen werden. Wer nicht von Amazon, der Pizzaria oder ein Freund ist der vorher gefragt hat braucht nicht vorbei kommen 😅","Well, I'd rather be left alone at home. If you're not from Amazon, the pizzeria or a friend who asked beforehand, you don't need to come over 😅",-0.659840814769268,-0.412024587392807
18109412509348088,231,Instagram,DieGruenen,20240426021112,37,Wer die Grünen wählt wählt den Krieg!,Whoever votes for the Greens votes for war!,-0.5031651258468628,-0.8917922573164105
17991449198470879,231,Instagram,DieGruenen,20240425212902,70,Die Angst vor dem Scheitern scheint groß zu sein bei manchen Parteien😮,The fear of failure seems to be great among some parties😮,-0.1942803859710693,-0.5851932913064957
18055693873596814,231,Instagram,DieGruenen,20240425204655,9,Bin dabei,I'm in,0.3688833564519882,0.4698675172403455
18079223188467690,231,Instagram,DieGruenen,20240425204213,94,"Ich bin persönlich kein Fan davon, dass irgendwer bei mir klingelt 😄 Lieferdienste ausgenommen","Personally, I'm not a fan of anyone ringing my doorbell 😄 Delivery services excluded",-0.603016272187233,-0.7364972978830338
18021779438137868,231,Instagram,DieGruenen,20240425195325,70,Braucht nicht klingeln. Habt seit über 20 Jahren meine Stimme sicher 💚,No need to ring. You've had my vote for over 20 years 💚,0.254778042435646,0.8867856981232762
18100556818401756,231,Instagram,DieGruenen,20240425190259,97,"Ich habe euch einmal gewählt, und nieee wieder . Ihr seid nicht für Politik geeignet. Leider so .",I voted for you once and never again. You are not suited to politics. Unfortunately.,-0.6872642636299133,-0.8960438277572393
17997629582561547,231,Instagram,DieGruenen,20240425183909,126,"Bei mir klingelte noch nie jemand. Weder Grüne noch CSU. Liegt vl. daran, das ich am Land/Waldrand wohne- zu weit zu laufen 😂😂",Nobody has ever rung my doorbell. Neither the Greens nor the CSU. Maybe it's because I live in the country/on the edge of the forest - too far to walk 😂😂,-0.5912803560495377,-0.4769624210894108
18012081803343829,231,Instagram,DieGruenen,20240425181827,31,Ich bin auf jeden Fall dabei 💚🚀,I'll definitely be there 💚🚀,0.6330145746469498,0.972303105518222
18320843863131907,231,Instagram,DieGruenen,20240425181824,90,Die Grünen Faschingskommandanten brauchen bei mir nicht zu klingeln. Da bleibt die Tür zu!,The Green Carnival Commanders don't need to ring my doorbell. The door will stay closed!,-0.413465067744255,-0.5001672729849815
17883390023981573,231,Instagram,DieGruenen,20240425181104,408,"Man stellt sich das so vor, dass die Menschen sich bestimmt gestört fühlen, wenn man bei ihnen klingelt. Aber im Gegenteil: Viele schätzen zumindest den ehrenamtlichen Einsatz, selbst wenn sie anders wählen. Einige haben sich sogar sehr dafür bedankt, dass wir uns die Mühe gemacht haben, extra bei ihnen vorbeizugehen. Hängt natürlich sehr vom Stadtteil ab, aber alles in allem sind die Erfahrungen positiv.","You can imagine that people will feel disturbed if you ring their doorbell. But on the contrary: many at least appreciate the volunteer work, even if they vote differently. Some even thanked us very much for making the effort to stop by their house. Of course, it depends a lot on the district, but all in all the experiences have been positive.",0.0568600893020629,0.5712989307940006
17995166465402625,231,Instagram,DieGruenen,20240425171025,122,"Kommt garnicht erst auf den Gedanken eure grüne Ideologie bei mir in der Haustür abzuladen, das ist vergebene lebensmüh 🫵🏻","Don't even think about dumping your green ideology on my doorstep, it's a waste of time 🫵🏻",-0.7313248515129089,-0.9228163426741958
17948050097680886,231,Instagram,DieGruenen,20240425170016,29,Jo ich melde mich bei der cdu,"Yes, I'll contact the CDU",0.2517657577991485,0.0749577824026346
18248507314218558,231,Instagram,DieGruenen,20240425165937,70,Ganz sicherlich NICHT. Weder Haustür noch Straße. Nirgendwo. Nirgends.,Definitely NOT. Neither the front door nor the street. Nowhere. Nowhere.,-0.4828897193074226,-0.7131697479635477
18325233229192663,231,Instagram,DieGruenen,20240425164724,45,💚 Rothenburg*innen hier entlang 👈👈🏻👈🏼👈🏽👈🏾👈🏿 😊,💚 Rothenburg*innen this way 👈👈🏻👈🏼👈🏽👈🏾👈🏿 😊,0.2135668247938156,0.6121362592093647
18004973252452487,231,Instagram,DieGruenen,20240425164153,23,Habt Ihr sie noch alle!,Have you all still got it?,0.1231548488140106,0.043418301269412
18023145557283525,231,Instagram,DieGruenen,20240425161822,191,Ey seid ihr verrückt? Jetzt nach dem die AFD das auch noch weiß wird die Schlange vor der Tür immer länger? Wer bin ich denn? Sven Marquardt? Und die Tür hinter mit führt auf des Berges Hain?,"Hey, are you crazy? Now that the AfD knows this too, the line in front of the door is getting longer and longer? Who am I then? Sven Marquardt? And the door behind me leads to the mountain grove?",-0.6010830774903297,-0.5248859841376543
17980316654676928,231,Instagram,DieGruenen,20240425160537,32,"""Drücker-Kolonne"" á la Grünen 😅.",“Door-to-door sales team” á la Greens 😅.,-0.5985769554972649,0.0191906541585922
17997802088541668,231,Instagram,DieGruenen,20240425160421,86,"@die_gruenen Wie wär´s mal mit einer Stellungnahme, zu den gefälschten Atom-Gutachten?",@die_gruenen How about a statement on the fake nuclear reports?,-0.34427210688591,-0.6076704626902938
17861808756132859,231,Instagram,DieGruenen,20240425150635,58,Wir waren gestern unterwegs. Hat einfach nur Spaß gemacht.,We were out yesterday. It was just fun.,0.4839229583740234,0.9609473592136056
18006559988239469,231,Instagram,DieGruenen,20240425145055,49,"Das klingt nett. Bin gespannt, wer alles klingelt",That sounds nice. I'm curious to see who rings the bell,0.4369530379772186,0.9596018276643008
17999196503617564,231,Instagram,DieGruenen,20240425144435,220,"Drückerkolonnen? Ich schätze grün und bin informiert und das nationale und internationale Geschehen. Aber zu Hause will ich meine Ruhe. Ich will keine Töpfe kaufen, keine Bibel und auch keine (Partei-)Werbung an der Tür.","Door-to-door salesmen? I value the Green Party and am informed about national and international events. But I want peace and quiet at home. I don't want to buy pots, a Bible, or (party) advertising on the door.",-0.2335189133882522,-0.2087226957082748
17967760253713682,231,Instagram,DieGruenen,20240425144308,182,"einfach gescheite Politik FÜR Bürger und Steuerzahler machen und nicht die halbe Welt subventionieren, dann klappt das auch mit den Wahlen. Ach ja und gutes Personal wäre auch spitze","just make smart politics FOR citizens and taxpayers and not subsidize half the world, then the elections will work. Oh yes, and good staff would also be great",-0.1031131744384765,0.6737980581820011
18004043471406718,231,Instagram,DieGruenen,20240425142222,34,💚 Stuttgarter*innen hier entlang 👈,💚 Stuttgart residents this way 👈,0.1686953455209732,0.2855506823398173
17923796825858077,231,Instagram,DieGruenen,20240425140954,39,Mein blauer Kugelschreiber ist bereit 😁,My blue pen is ready 😁,0.3911282122135162,0.9184698155149816
17972791748572527,231,Instagram,DieGruenen,20240425134807,88,Nette Idee aber wenn da so AfD Wähler sind an der Tür kann ich mich nicht ruhig halten 😂,Nice idea but when there are AfD voters at the door I can't keep quiet 😂,-0.5658250004053116,-0.051590010523796
17885751306031906,231,Instagram,DieGruenen,20240425133745,100,"„ Werde Teil der Mobilisierung und mache mit bei grünen Lügen, grüner Hetze und grüner Propaganda. “","“Become part of the mobilization and join in with green lies, green agitation and green propaganda.”",0.0202568024396896,-0.7366473115980625
17996268371374420,231,Instagram,DieGruenen,20240425132717,214,"Ich glaube dass das bei den meisten Menschen eher störend ankommt, so wie bei den Zeugen Jehovas. Die meisten Menschen möchten keinen unangemeldeten Besuch an der haustür haben, die Zeiten sind schon lange vorbei..","I think that most people find this rather annoying, just like Jehovah's Witnesses. Most people don't want an unannounced visitor at their front door, those days are long gone.",-0.51723712682724,-0.7682855017483234
17998929050536559,231,Instagram,DieGruenen,20240425132614,205,"Ich bin dafür leider ungeeignet, ich wähle grün aber ich drehe durch wenn ich so nen afd Wähler vor mir habe der die Schuld an seinem gescheitertem Leben  bei jedem anderen sucht, nur nicht bei sich selber","Unfortunately, I am not suited for this, I vote green but I go crazy when I have an AfD voter in front of me who blames everyone else for his failed life, but not himself",-0.7548716515302658,-0.908293176908046
17975317349557261,231,Instagram,DieGruenen,20240425132431,124,Schön mit regionalen ehrenamtlichen Politiker*innen ins Gespräch zu kommen. Nett auch einfach an die Wahl erinnert zu werden,Nice to talk to local volunteer politicians. Nice to be reminded of the election too,0.2581588178873062,0.9105562553741038
18049980115720324,231,Instagram,DieGruenen,20240425132317,2,❤️,❤️,-0.0278149247169494,0.8620141772553325
17967882005706258,231,Instagram,DieGruenen,20240425131706,157,"Du kannst auch bei einer Person klingeln, Infomaterial da lassen und die Person beschäftigt sich eingehend damit und geht dann wählen. Aber nicht die Grünen.","You can also ring someone's doorbell, leave information material there and they will study it carefully and then go and vote. But not the Greens.",-0.34345243871212,-0.2045645006000995
17842787715228759,232,Instagram,DieGruenen,20240511083308,1,🙌,🙌,-0.0278149247169494,0.9335348978638648
18436697185001889,232,Instagram,DieGruenen,20240506121711,2,💚💚,💚💚,-0.0278149247169494,0.9195443484932184
18012862142344899,232,Instagram,DieGruenen,20240502182943,458,"Bei den Grünen geht es seit neustem nicht mehr um eigene Inhalte, sondern nur ums ""Andere Bashen"" - Bisschen wie der Anzeigenhauptmeister.😂 Ironischerweise passt das zur praktizierten Egoismuspolitik, wo nur eigene Pläne kompromisslos und undifferenziert verfolgt werden. Demokratie lässt sich nur damit nicht vereinbaren. PS an alle: Man sollte sich gegen jeglichen Extremismus positionieren, auch den Linken, und wir wissen ja wer hier extrem Links steht.👏","The Greens have recently stopped being concerned with their own content and are now only concerned with ""bashing others"" - a bit like the advertising chief.😂 Ironically, this fits in with the egoistic politics they practice, where they only pursue their own plans without compromise and without differentiation. Democracy is just not compatible with this. PS to everyone: You should take a stand against any extremism, even the left, and we know who is on the extreme left here.👏",-0.4977082759141922,-0.7391448076814413
18030357217965510,232,Instagram,DieGruenen,20240502180947,71,Die Propagandamaschine sollte nur für die Demokratie angeworfen werden!,The propaganda machine should only be started for democracy!,-0.4122706353664398,-0.8499215077608824
17895334076932215,232,Instagram,DieGruenen,20240502175200,43,Sieht ein bisschen aus wie ein Polizeifoto.,Looks a bit like a police photograph.,-0.3749585151672363,-0.5034968089312315
18036102355895379,232,Instagram,DieGruenen,20240501184142,172,"Obwohl ich derzeit Bauchschmerzen mit den @die_gruenen im Bund habe, finde ich es trotzdem wichtig sich gegen Rechts zu stellen. Ihr habt leider viel liegen lassen 😢 #grüne","Although I currently have a bad feeling about the @die_gruenen in the league, I still think it's important to stand up against the right. Unfortunately, you've left a lot behind 😢 #green",-0.244400143623352,-0.8144291779026389
17996746226380370,232,Instagram,DieGruenen,20240430195233,30,🌻💚Meine Stimme für Die Grünen!,🌻💚My vote for the Greens!,0.0432783514261245,0.9412486364599316
18062971687540138,232,Instagram,DieGruenen,20240430195203,3,👏👏👏,👏👏👏,-0.0278149247169494,0.8875870844349265
17944304054696732,232,Instagram,DieGruenen,20240430192624,3,❤❤❤,❤❤❤,-0.0278149247169494,0.9343546577729284
17992993868439627,232,Instagram,DieGruenen,20240430152433,22,👏👏👏 Volle Zustimmung 💚,👏👏👏 Totally agree 💚,0.4576991200447082,0.9679576270282269
18311586457178319,232,Instagram,DieGruenen,20240430064636,31,#allezusammengegendenfaschismus,#alltogetheragainstfascism,-0.1665348559617996,-0.3966506347060203
18022013360145906,232,Instagram,DieGruenen,20240430032553,88,"So Böse wie die Gute schaut, trete ICH gleich zurück, nur damit sie wieder lächeln kann😢","As evil as the good one looks, I'll step back right away, just so she can smile again😢",-0.5079620629549026,-0.4039116650819778
17979786125677405,232,Instagram,DieGruenen,20240429215105,2,❤️,❤️,-0.0278149247169494,0.8620141772553325
18428883826051609,232,Instagram,DieGruenen,20240429204333,41,"100% Zustimmung, liebe Terry Reintke 💯❤️👏","100% agreement, dear Terry Reintke 💯❤️👏",0.6819707900285721,0.961658004205674
18413975623070444,232,Instagram,DieGruenen,20240429202110,14,Unbedingt 💚👏👏👏,Absolutely 💚👏👏👏,0.4155859351158142,0.9713374339044094
17900116793979130,232,Instagram,DieGruenen,20240429201415,220,"Welche Konsequenzen zieht die AfD aus all den Skandalen? Menschenrechtsverletzung mit Massenabschiebeplan, Korruption, Spione #afdlügenpartei #afdrassismus #afdfaschisten #gegennazis #chinapuppet #putinpuppet #neinzurafd","What conclusions does the AfD draw from all the scandals? Human rights violations with mass deportation plan, corruption, spies #afdlügenpartei #afdrassismus #afdfaschisten #gegennazis #chinapuppet #putinpuppet #neinzurafd",-0.2365965098142624,-0.8687415402382612
17996178668620799,232,Instagram,DieGruenen,20240429194842,886,"Es geht nicht um einen Krah oder einen Bystron oder wen auch immer isoliert betrachtet. Es geht nicht um Rücktritte. Das AfD-Verbot muss endgültig auf den Prüfstand. Alle verfügbare Expertise muss her und dafür eingesetzt werden. Und wenn das Ergebnis lautet, dass ein AfD-Verbot vor dem Bundesverfassungsgericht Bestand haben kann, dann muss der Antrag z. B. von der Bundesregierung zeitnah gestellt werden!  Der Konflikt zwischen den Kräften der Demokratie mit der AfD muss endlich voll ausgetragen werden. Doch das Verbot ist nicht die Patentlösung. Nur ein Mittel von mehreren! Massive Aufklärung auch durch die Medien! Schluss mit der Verharmlosung der AfD!  Her mit dem Demokratiefördergesetz! Massendemonstrationen 2. Teil. Höhere Präsenz der demokratischen Parteien in den sozialen Medien! Mobilisierung der Zivilgesellschaft! Und, und und! Jeder Einzelne ist gefragt! Jetzt!🔥🔥🔥","It's not about a Krah or a Bystron or whoever in isolation. It's not about resignations. The AfD ban must be put to the test once and for all. All available expertise must be brought in and used for this. And if the result is that an AfD ban can stand before the Federal Constitutional Court, then the application must be submitted promptly by the federal government, for example! The conflict between the forces of democracy and the AfD must finally be fully resolved. But the ban is not the magic solution. Just one of many! Massive education, including through the media! Stop trivializing the AfD! Bring on the Democracy Promotion Act! Mass demonstrations, part 2. Greater presence of democratic parties in social media! Mobilization of civil society! And, and, and! Everyone is needed! Now!🔥🔥🔥",-0.0382062345743179,-0.318694956600666
18048167320658536,232,Instagram,DieGruenen,20240429181750,176,"Richtig so, wer sich solche Sachen leistet darf nicht weiter in der Politik etwas zu sagen haben. Wobei wahlversprechen brechen auch nicht cool ist. Stimmts oder hab ich recht?","That's right, anyone who does things like that should no longer have a say in politics. Although breaking election promises isn't cool either. Right or am I right?",-0.662273496389389,-0.8708419622853398
18331192804184430,232,Instagram,DieGruenen,20240429175507,381,"Hat B'90/die Grünen nicht erstmal vor der eigenen Tür zu fegen.  Herr Habeck und Frau Lemke haben die Bevölkerung bzgl der Atomkraft beschwindelt. Gegen den Rat der eigenen Experten wurde gehandelt. Hierbei handelt es sich um belegbare Fakten. Die Anwürfe gegen die AfD entspringen faktisch unbestätigten Anwürfen, die polemisch ausgewalzt werden um vom eigenen Versagen abzulenken",Doesn't B'90/the Greens have to clean up their own backyard first? Mr. Habeck and Ms. Lemke deceived the population about nuclear power. They acted against the advice of their own experts. These are verifiable facts. The accusations against the AfD are based on in fact unconfirmed accusations that are being polemically rolled out to distract from their own failures,-0.3260536938905716,-0.7618055641651154
17920600484905198,232,Instagram,DieGruenen,20240429174602,2,💚👏,💚👏,-0.0278149247169494,0.947141476906836
17986428911505958,232,Instagram,DieGruenen,20240429173750,76,"Irgendwann, muss für Demokratie da auch einen Riegel vor setzen. Mehr Mut. 🙌","At some point, democracy has to put a stop to this. More courage. 🙌",-0.3746736049652099,-0.0451771914958953
18040987090798705,232,Instagram,DieGruenen,20240429172919,51,Hat Herr Krah spioniert oder wurde er ausspioniert?,Did Mr Krah spy or was he spied on?,-0.4098002314567566,-0.2268894650042057
18032115250939332,232,Instagram,DieGruenen,20240429172321,6,❤️❤️❤️,❤️❤️❤️,-0.0278149247169494,0.936843749601394
18048452485711924,232,Instagram,DieGruenen,20240429171721,93,"...wenn eine Regierung gegen die Bevölkerung herrscht, dann muss die Regierung abdanken ! ...","...if a government rules against the people, then the government must abdicate! ...",-0.4917613938450813,-0.6854146895930171
18424274368009541,232,Instagram,DieGruenen,20240429165958,3,👏👏👏,👏👏👏,-0.0278149247169494,0.8875870844349265
18112249072374697,232,Instagram,DieGruenen,20240429143643,245,Nicht nur die AFD ist für unsere Demokratie ein Riesenproblem sondern auch der zunehmende Islamismus wie man am Wochenende wieder gesehen hat. Ich würde mir als potenzieller Wähler auch mal mehr Inhalte wünschen als sich an der AFD abzuarbeiten.,"It's not just the AfD that is a huge problem for our democracy, but also the increasing Islamism, as we saw again this weekend. As a potential voter, I would like to see more content than just focusing on the AfD.",-0.597890816628933,-0.8473463281989098
17912404631933106,232,Instagram,DieGruenen,20240429124943,2,👏👏,👏👏,-0.0278149247169494,0.8629588019102812
18050842465618487,232,Instagram,DieGruenen,20240429124343,1,!,!,-0.223547488451004,0.6512775793671608
17922856772870708,232,Instagram,DieGruenen,20240429124341,1,👏,👏,-0.0278149247169494,0.8595125898718834
18040690192837951,232,Instagram,DieGruenen,20240429123920,77,"Wer seine Wahlversprechen bricht sollte dies ebenfalls tun, meinen Sie nicht?","Those who break their election promises should do the same, don't you think?",-0.4235992655158043,-0.6792195849120617
18428991208045053,232,Instagram,DieGruenen,20240429115557,287,"3/4 des Beitrags für die AfD-Thematik. Warum nicht 3/4 des Beitrags für Themen, die nicht paroloenhaft runtergebetet werden? 

Ich glaub, wir Grünen sollten deutlich mehr transportieren, wofür wir sind. Dadurch rütteln wir eher an den Nazis als ständig sie in den Mittelpunkt zu stellen.","3/4 of the contribution for the AfD issue. Why not 3/4 of the contribution for issues that are not recited like slogans? 

I think we Greens should convey much more about what we stand for. That way we can shake up the Nazis rather than constantly putting them at the center.",-0.3196249455213547,-0.2585327960550785
18046344118672196,232,Instagram,DieGruenen,20240429113748,17,Absolut richtig 👍,Absolutely right 👍,0.5549272149801254,0.918509166687727
18029771911974288,232,Instagram,DieGruenen,20240429111952,3,👏👏👏,👏👏👏,-0.0278149247169494,0.8875870844349265
17891446851002071,232,Instagram,DieGruenen,20240429110039,46,Danke für diese klaren Worte! Genauso isses! 💚,Thank you for these clear words! That's exactly how it is! 💚,0.7155392840504646,0.9505516476929188
18068718595506461,232,Instagram,DieGruenen,20240429103900,5,💚💚💚💚💚,💚💚💚💚💚,-0.0278149247169494,0.9497774629853666
17885045226025347,232,Instagram,DieGruenen,20240429101926,3,👏👏👏,👏👏👏,-0.0278149247169494,0.8875870844349265
18040944280769788,232,Instagram,DieGruenen,20240429101425,4,👏👏👏👏,👏👏👏👏,-0.0278149247169494,0.8931899210438132
18078102682428321,232,Instagram,DieGruenen,20240429101130,120,"Ist ja gut, aber von Euch erwarte ich, dass Ihr nicht so viel über andere postet, sondern über grüne Politik, Ziele usw.","That's fine, but I expect you not to post so much about others, but rather about green politics, goals, etc.",-0.4029042720794678,0.1017316505312919
18044264230739807,232,Instagram,DieGruenen,20240429101001,4,👏💚💚💚,👏💚💚💚,-0.0278149247169494,0.9643380367197096
18103669924362672,232,Instagram,DieGruenen,20240429094100,95,Dieses Gebilde der noafd gehört endlich Verboten und diese Leute dort zur Verantwortung gezogen,This entity of the noafd should finally be banned and these people held accountable,-0.5606411322951317,-0.9070409233681858
17962622807737976,232,Instagram,DieGruenen,20240429093852,3,👏👏👏,👏👏👏,-0.0278149247169494,0.8875870844349265
17922070832899562,232,Instagram,DieGruenen,20240429092421,307,"Möchte die AFD hier nicht verteidigen. Aber wenn sich eine Partei so sehr an einer anderen abarbeitet, anstatt die AFD wirklich durch vernünftige Politik vorallem in Bezug auf die Asylpolitik - klein zu machen. Das kann doch nur heißen wenig eigene Inhalte und absolut keine Ahnung wie man die AFD bekämpft.","I don't want to defend the AfD here. But if one party is so focused on another party instead of really putting the AfD down through sensible policies, especially with regard to asylum policy, then that can only mean that they have little content of their own and absolutely no idea how to fight the AfD.",-0.6475087031722069,-0.8079897230491042
18428860360052661,232,Instagram,DieGruenen,20240429092055,17,Sehr starker post,Very strong post,0.2459751665592193,0.8960210047662258
18007611029213878,232,Instagram,DieGruenen,20240429091801,2,❤️,❤️,-0.0278149247169494,0.8620141772553325
17967651140607404,232,Instagram,DieGruenen,20240429091302,17,Genau so!👏👏👏❤️💚💚💚,Exactly!👏👏👏❤️💚💚💚,0.6994462758302689,0.9793854169547558
18109017139377698,232,Instagram,DieGruenen,20240429090034,116,Viele Putin-Trolle und AFD-Trolle in den Kommentaren! Getroffene Hunde bellen! Das zeigt wer ihnen die Stirn bietet!,Lots of Putin trolls and AFD trolls in the comments! Dogs that are hit bark! That shows who is standing up to them!,-0.6007559299468994,-0.7272684890776873
18004375202272868,232,Instagram,DieGruenen,20240429085731,193,"Klare Kante gegen rechts! Und liebe Grünen: Willkommenskultur gilt nach wie vor! Keine Einschränkung der Rechte Geflüchteter! Mit der Zeit gehen ist nötig, die eigenen Werte verraten schädlich!","Clear stance against the right! And dear Greens: the welcoming culture still applies! No restrictions on the rights of refugees! Moving with the times is necessary, betraying your own values ​​is harmful!",-0.3465348184108734,-0.4348665848374367
18068615296504909,232,Instagram,DieGruenen,20240429085401,3,👏👏👏,👏👏👏,-0.0278149247169494,0.8875870844349265
18027128777044700,232,Instagram,DieGruenen,20240429083843,98,Stimmt es dass Grüne und SPD gegen das Verbot von einer radikal islamischen Gruppe gestimmt haben?,Is it true that the Greens and SPD voted against banning a radical Islamic group?,-0.3629537373781204,-0.4244439555332064
18044764357737562,232,Instagram,DieGruenen,20240429083134,26,Danke für den Beitrag. 💚💚💚,Thanks for the contribution. 💚💚💚,0.639022171497345,0.9712631499860436
18027416222049203,232,Instagram,DieGruenen,20240429083034,1,👏,👏,-0.0278149247169494,0.8595125898718834
18007628660454676,232,Instagram,DieGruenen,20240429082859,1,💚,💚,-0.0278149247169494,0.8440767861902714
18024179606120854,232,Instagram,DieGruenen,20240429082513,16,#freepalestine🇵🇸,#freepalestine🇵🇸,0.1665864884853363,0.0751482248306274
17872931142039265,232,Instagram,DieGruenen,20240429082406,3,👏👏👏,👏👏👏,-0.0278149247169494,0.8875870844349265
18265160356238835,232,Instagram,DieGruenen,20240429082404,155,"💁‍♂️ Tja, dafür müsste man erstmal sowas wie ein Unrechtsbewusstsein oder einen grundlegenden Anstand haben, und beides ist bei der #noAfD nicht vorhanden.","💁‍♂️ Well, to do that you would first have to have some kind of sense of wrongdoing or some basic decency, and the #noAfD lacks both.",-0.7197764068841934,-0.6464741732925177
18049219693580725,232,Instagram,DieGruenen,20240429082341,190,"Aber sowas von!!! 👏🏻 Können ja Asyl bei ihren lupenreinen Demokratenfreunden in Russland oder bei AI in Hongkong beantragen, unsere alternativlosen Alternativen😂😂😂 Das sind wahre Deutsche...","Absolutely!!! 👏🏻 They can apply for asylum with their flawless democrat friends in Russia or with AI in Hong Kong, our alternatives without alternatives😂😂😂 They are real Germans...",-0.519321620464325,0.5267051383852959
18025773314089530,232,Instagram,DieGruenen,20240429082243,4,💚 🇪🇺,💚 🇪🇺,0.1053834855556488,0.86226970795542
18099986281403829,232,Instagram,DieGruenen,20240429082225,26,Was ein Statement! Hammer!,What a statement! Awesome!,0.5117322504520416,0.9756882581859828
17999097449554038,232,Instagram,DieGruenen,20240429081205,155,"Ist doch bekannt ... das die afd und die bsw ... deutschlandhasser sind . Ihnen geht es nir gut, wenn es deutschland schlecht geht. Dafür wird alles getan.",It is well known that the AfD and the BSW hate Germany. They are never happy when Germany is doing badly. They do everything they can to make that happen.,-0.6240704581141472,-0.9200581763871014
18027313937023007,232,Instagram,DieGruenen,20240429081119,3,👏👏👏,👏👏👏,-0.0278149247169494,0.8875870844349265
17876168541065691,232,Instagram,DieGruenen,20240429081010,7,👏🔥👍💚🌻❤️,👏🔥👍💚🌻❤️,-0.0278149247169494,0.968166736420244
17844501372215043,233,Instagram,DieGruenen,20240505232659,117,"Sorry,  ich komme aus der Realität und da sind ihre Ideen nicht umsetzbar. Gerne erkläre ich Ihnen wieso. Liebe Grüße","Sorry, I come from reality and your ideas are not feasible there. I would be happy to explain why. Best regards",-0.5462413281202316,-0.6383595019578934
18016132232340016,233,Instagram,DieGruenen,20240504060158,184,"""Rechts**extrem**"" und stellt sich bei Illner hin und betitelt konstruktive Vorschläge als Populismus... Wahnsinn das solche Menschen Politik betreiben dürfen! Geht nur in Deutschland.","""Right-wing extremist"" and stands on Illner and labels constructive suggestions as populism... It's crazy that such people are allowed to be involved in politics! Only possible in Germany.",-0.70965825766325,-0.8575207190588117
